,Unnamed: 0,date,start_time,vis_team,home_team,vis_points,home_points,ot,attendance,home_initial,vis_initial,home_players,home_bench,vis_players,vis_bench,referees,score_starter_home,score_bench_home,score_starter_vis,score_bench_vis,recovery_time,perform,def_perf_home,off_perf_home,def_perf_vis,off_perf_vis,total_score,class,frac_season,day_hour
521,521,2020-01-03,22:30:00,New Orleans Pelicans,Los Angeles Lakers,113,123,0,18997,LAL,NOP,"Anthony Davis,LeBron James,Danny Green,Avery Bradley,JaVale McGee","Kentavious Caldwell-Pope,Kyle Kuzma,Dwight Howard,Rajon Rondo,Troy Daniels,Quinn Cook,Jared Dudley","Jrue Holiday,Brandon Ingram,Derrick Favors,Lonzo Ball,J.J. Redick","E'Twaun Moore,Josh Hart,Jaxson Hayes,Kenrich Williams,Nicolò Melli,Nickeil Alexander-Walker,Jahlil Okafor,Frank Jackson","Ray Acosta,Ed Malloy,Ben Taylor",76.0387136672851,47.10319773447957,80.35398027898026,55.202307736563576,7.0,26.666666666666664,105.0,116.0,105.66666666666669,109.0,236,1,0.4147727272727273,22.5
522,522,2020-01-04,15:30:00,Memphis Grizzlies,Los Angeles Clippers,140,114,0,19068,LAC,MEM,"Kawhi Leonard,Landry Shamet,Derrick Walton,Maurice Harkless,Ivica Zubac","Montrezl Harrell,Lou Williams,Jerome Robinson,JaMychal Green,Rodney McGruder,Patrick Patterson,Amir Coffey,Johnathan Motley","Jaren Jackson,Jae Crowder,Ja Morant,Dillon Brooks,Jonas Valančiūnas","Tyus Jones,Brandon Clarke,Solomon Hill,De'Anthony Melton,Grayson Allen,Kyle Anderson,Marko Guduric,Bruno Caboclo","Eric Dalen,Josh Tiven,James Williams",52.3032206207149,59.472247948130295,58.586653575680934,52.673847257576064,4.0,34.0,124.0,115.66666666666669,120.33333333333331,124.33333333333331,254,1,0.42045454545454547,15.5
523,523,2020-01-04,18:00:00,Toronto Raptors,Brooklyn Nets,121,102,0,17732,BRK,TOR,"Joe Harris,Spencer Dinwiddie,Garrett Temple,Taurean Waller-Prince,Jarrett Allen","Wilson Chandler,DeAndre Jordan,Rodions Kurucs,Timothé Luwawu-Cabarrot,Caris LeVert,Džanan Musa,Theo Pinson","Kyle Lowry,Fred VanVleet,OG Anunoby,Serge Ibaka,Patrick McCaw","Rondae Hollis-Jefferson,Chris Boucher,Terence Davis,Oshae Brissett,Stanley Johnson,Malcolm Miller,Matt Thomas","Kane Fitzgerald,Gediminas Petraitis,Evan Scott",55.42542839105339,50.25641858141858,68.66381620631621,29.836009155318365,4.0,28.33333333333333,109.0,102.0,94.33333333333331,103.33333333333331,223,1,0.42045454545454547,18.0
524,524,2020-01-04,19:00:00,Utah Jazz,Orlando Magic,109,96,0,16913,ORL,UTA,"Aaron Gordon,Nikola Vučević,Evan Fournier,Wesley Iwundu,Markelle Fultz","Terrence Ross,D.J. Augustin,Mohamed Bamba,Khem Birch,Melvin Frazier,Josh Magette,Amile Jefferson","Donovan Mitchell,Rudy Gobert,Joe Ingles,Bojan Bogdanović,Royce O'Neale","Jordan Clarkson,Emmanuel Mudiay,Georges Niang,Tony Bradley,Rayjon Tucker,Juwan Morgan,Ed Davis","Tony Brothers,Derrick Collins,Natalie Sago",70.00878268743588,32.548809523809524,75.5089605734767,36.74135741652982,3.0,31.333333333333336,98.33333333333331,98.0,100.33333333333331,110.33333333333331,205,0,0.42045454545454547,19.0
525,525,2020-01-04,19:30:00,Indiana Pacers,Atlanta Hawks,111,116,0,16420,ATL,IND,"Kevin Huerter,Trae Young,De'Andre Hunter,Bruno Fernando,Damian Jones","Alex Len,DeAndre' Bembry,Vince Carter,Allen Crabbe,Brandon Goodwin,Charlie Brown,Evan Turner,Chandler Parsons","T.J. Warren,Domantas Sabonis,Aaron Holiday,Myles Turner,Jeremy Lamb","Justin Holiday,Doug McDermott,T.J. McConnell,Edmond Sumner,Alize Johnson,Goga Bitadze,JaKarr Sampson,T.J. Leaf","Mitchell Ervin,C.J. Washington,Tom Washington",64.04617604617604,37.854525026127426,70.9821595908454,41.412764358017824,3.0,15.666666666666668,111.33333333333331,102.66666666666669,116.33333333333331,107.0,227,1,0.42045454545454547,19.5
526,526,2020-01-04,19:30:00,Oklahoma City Thunder,Cleveland Cavaliers,121,106,0,19432,CLE,OKC,"Collin Sexton,Cedi Osman,Darius Garland,Tristan Thompson,Kevin Love","Alfonzo McKinnie,Dante Exum,John Henson,Matthew Dellavedova,Dean Wade,Ante Žižić,Brandon Knight,Tyler Cook","Shai Gilgeous-Alexander,Chris Paul,Steven Adams,Danilo Gallinari,Terrance Ferguson","Dennis Schröder,Darius Bazley,Hamidou Diallo,Nerlens Noel,Mike Muscala,Abdel Nader,Deonte Burton","James Capers Jr.,Ashley Moyer-Gleich,Michael Smith",73.76398305084746,32.80069605832764,71.2961019057571,50.7166105725218,4.0,21.33333333333333,116.0,111.0,102.0,109.33333333333331,227,1,0.42045454545454547,19.5
527,527,2020-01-04,20:00:00,Boston Celtics,Chicago Bulls,111,104,0,21130,CHI,BOS,"Kris Dunn,Tomáš Satoranský,Zach LaVine,Wendell Carter,Lauri Markkanen","Thaddeus Young,Coby White,Daniel Gafford,Shaquille Harrison,Luke Kornet,Cristiano Felício,Denzel Valentine,Ryan Arcidiacono","Jayson Tatum,Jaylen Brown,Gordon Hayward,Marcus Smart,Daniel Theis","Enes Kanter,Brad Wanamaker,Grant Williams,Javonte Green,Semi Ojeleye,Tremont Waters,Carsen Edwards,Romeo Langford","Kevin Scott,Aaron Smith,Dedric Taylor",57.4614177978884,54.7036502660776,84.05301248427061,33.13018549438589,3.0,19.666666666666664,112.0,101.33333333333331,99.33333333333331,112.66666666666669,215,0,0.42045454545454547,20.0
528,528,2020-01-04,20:00:00,Denver Nuggets,Washington Wizards,114,128,0,16233,WAS,DEN,"Johnathan Williams,Jordan McRae,Ian Mahinmi,Isaiah Thomas,Gary Payton","Troy Brown,Ish Smith,Anžejs Pasečņiks,Isaac Bonga,Garrison Mathews,Justin Robinson,Admiral Schofield","Jamal Murray,Gary Harris,Will Barton,Nikola Jokić,Paul Millsap","Malik Beasley,Jerami Grant,Monte Morris,Mason Plumlee,Michael Porter,Torrey Craig,Juan Hernangómez,Vlatko Čančar","Mark Lindsay,Jenna Schroeder,Sean Wright",34.34270011638432,30.999169859514684,76.44851097178685,50.565819063012455,3.0,34.0,119.33333333333331,110.66666666666669,124.66666666666669,114.0,242,1,0.42045454545454547,20.0
529,529,2020-01-04,20:30:00,Charlotte Hornets,Dallas Mavericks,123,120,1,20327,DAL,CHO,"Luka Dončić,Dorian Finney-Smith,Dwight Powell,J.J. Barea,Justin Jackson","Maxi Kleber,Seth Curry,Jalen Brunson,Delon Wright,Boban Marjanović,Josh Reaves,Courtney Lee","Devonte' Graham,Terry Rozier,P.J. Washington,Bismack Biyombo,Miles Bridges","Dwayne Bacon,Marvin Williams,Cody Zeller,Malik Monk,Cody Martin,Willy Hernangómez,Nicolas Batum,Michael Kidd-Gilchrist","Kevin Cutler,Scott Foster,Andy Nagy",60.54726243982709,47.92413623035837,68.80030759380142,50.35618125848938,4.0,14.333333333333336,110.66666666666669,115.0,114.33333333333331,112.0,243,1,0.42045454545454547,20.5
530,530,2020-01-04,20:30:00,Detroit Pistons,Golden State Warriors,111,104,0,18064,GSW,DET,"Damion Lee,Glenn Robinson,Draymond Green,Willie Cauley-Stein,Ky Bowman","Alec Burks,Omari Spellman,Jacob Evans,Eric Paschall,Jordan Poole,Marquese Chriss,Alen Smailagić","Sekou Doumbouya,Sviatoslav Mykhailiuk,Andre Drummond,Tony Snell,Tim Frazier","Bruce Brown,Derrick Rose,Langston Galloway,Christian Wood,Thon Maker,Louis King","Tre Maddox,J.T. Orr,Leon Wood",35.363391868375246,63.34349113788061,44.740525985396644,56.999218323389634,4.0,23.33333333333333,116.0,110.0,111.33333333333331,101.33333333333331,215,0,0.42045454545454547,20.5
531,531,2020-01-04,20:30:00,San Antonio Spurs,Milwaukee Bucks,118,127,0,18002,MIL,SAS,"Khris Middleton,Giannis Antetokounmpo,Wesley Matthews,Brook Lopez,Eric Bledsoe","George Hill,Ersan İlyasova,Robin Lopez,Kyle Korver,Pat Connaughton,D.J. Wilson,Sterling Brown,Thanasis Antetokounmpo","LaMarcus Aldridge,DeMar DeRozan,Lonnie Walker,Trey Lyles,Derrick White","Rudy Gay,Patty Mills,Bryn Forbes,Marco Belinelli,Jakob Poeltl,Chimezie Metu,Keldon Johnson,DeMarre Carroll","Brandon Adair,Curtis Blair,Tony Brown",84.68414327306655,44.365287426011896,63.48198390604824,54.87662519472864,5.0,17.0,107.33333333333331,114.66666666666669,114.66666666666669,120.33333333333331,245,1,0.42045454545454547,20.5
532,532,2020-01-04,22:00:00,New Orleans Pelicans,Sacramento Kings,117,115,0,16808,SAC,NOP,"Buddy Hield,Harrison Barnes,Richaun Holmes,De'Aaron Fox,Nemanja Bjelica","Trevor Ariza,Cory Joseph,Harry Giles,Yogi Ferrell,Justin James,Caleb Swanigan,Wenyen Gabriel","Jrue Holiday,Lonzo Ball,Brandon Ingram,Derrick Favors,J.J. Redick","Josh Hart,E'Twaun Moore,Jaxson Hayes,Kenrich Williams,Frank Jackson,Jahlil Okafor,Nickeil Alexander-Walker,Nicolò Melli","Nick Buchert,Eric Lewis,Brett Nansel",79.63995726495726,32.53775129080802,80.35398027898026,55.20230773656357,3.0,17.333333333333336,115.0,110.0,112.66666666666669,114.0,232,1,0.42045454545454547,22.0
533,533,2020-01-05,15:30:00,New York Knicks,Los Angeles Clippers,132,135,0,19068,LAC,NYK,"Patrick Beverley,Paul George,Maurice Harkless,Patrick Patterson,Ivica Zubac","Montrezl Harrell,Lou Williams,JaMychal Green,Landry Shamet,Rodney McGruder,Jerome Robinson,Derrick Walton,Terance Mann","RJ Barrett,Marcus Morris,Julius Randle,Frank Ntilikina,Taj Gibson","Reggie Bullock,Mitchell Robinson,Kadeem Allen,Bobby Portis,Kevin Knox,Wayne Ellington,Damyean Dotson,Allonzo Trier","Jason Goldenberg,Ed Malloy,Ben Taylor",47.1997224292943,63.87435635286701,63.578983198465366,57.53762929881501,3.0,26.0,128.0,125.0,118.33333333333331,117.0,267,1,0.42613636363636365,15.5
534,534,2020-01-05,18:00:00,Portland Trail Blazers,Miami Heat,111,122,0,19846,MIA,POR,"Derrick Jones,Bam Adebayo,Duncan Robinson,Kendrick Nunn,Meyers Leonard","Goran Dragić,Tyler Herro,James Johnson,Chris Silva,Jimmy Butler,Kelly Olynyk,Udonis Haslem,Dion Waiters","Damian Lillard,Carmelo Anthony,Kent Bazemore,Hassan Whiteside,Gary Trent","Anfernee Simons,Mario Hezonja,Anthony Tolliver,Nassir Little,Jaylen Hoard,Jusuf Nurkić,CJ McCollum","Marc Davis,Simone Jelks,Karl Lane",51.2445333468375,79.21250145779196,69.15560662803844,46.10428259683579,4.0,31.0,101.0,107.66666666666669,114.0,108.66666666666669,233,1,0.42613636363636365,18.0
535,535,2020-01-05,19:30:00,Minnesota Timberwolves,Cleveland Cavaliers,118,103,0,16159,CLE,MIN,"Collin Sexton,Darius Garland,Cedi Osman,John Henson,Kevin Porter","Ante Žižić,Dante Exum,Brandon Knight,Alfonzo McKinnie,Matthew Dellavedova,Dean Wade,Tyler Cook","Robert Covington,Andrew Wiggins,Shabazz Napier,Gorgui Dieng,Jarrett Culver","Kelan Martin,Josh Okogie,Jeff Teague,Keita Bates-Diop,Naz Reid,Noah Vonleh,Jordan Bell,Treveon Graham","John Butler,Sean Corbin,Marat Kogut",49.66398305084746,27.275696058327647,61.48470375667262,52.87163418332891,4.0,21.666666666666664,116.0,105.0,104.33333333333331,109.0,221,1,0.42613636363636365,19.5
536,536,2020-01-05,20:00:00,Memphis Grizzlies,Phoenix Suns,121,114,0,14181,PHO,MEM,"Kelly Oubre,Devin Booker,Ricky Rubio,Deandre Ayton,Aron Baynes","Mikal Bridges,Cameron Johnson,Elie Okobo,Tyler Johnson,Dario Šarić,Jevon Carter,Cheick Diallo,Ty Jerome","Jaren Jackson,Dillon Brooks,Ja Morant,Jonas Valančiūnas,Jae Crowder","Brandon Clarke,Tyus Jones,Solomon Hill,De'Anthony Melton,Kyle Anderson,Grayson Allen,Marko Guduric,Bruno Caboclo","Ray Acosta,Eric Lewis,Justin Van Duyne",69.61791575713477,49.5570764585686,58.586653575680934,52.673847257576064,3.0,21.0,115.33333333333331,115.0,118.66666666666669,128.0,235,1,0.42613636363636365,20.0
537,537,2020-01-05,22:00:00,Detroit Pistons,Los Angeles Lakers,99,106,0,18997,LAL,DET,"Anthony Davis,LeBron James,Danny Green,JaVale McGee,Avery Bradley","Kentavious Caldwell-Pope,Alex Caruso,Dwight Howard,Kyle Kuzma,Rajon Rondo,Quinn Cook,Jared Dudley,Troy Daniels","Andre Drummond,Sekou Doumbouya,Christian Wood,Tony Snell,Tim Frazier","Sviatoslav Mykhailiuk,Derrick Rose,Bruce Brown,Langston Galloway,Thon Maker,Louis King","Bill Kennedy,Derek Richardson,Josh Tiven",76.0387136672851,52.55147359654854,48.8050421144289,52.93470219435736,3.0,18.333333333333336,106.33333333333331,115.33333333333331,112.0,107.33333333333331,205,0,0.42613636363636365,22.0
538,538,2020-01-06,19:00:00,Indiana Pacers,Charlotte Hornets,115,104,0,13009,CHO,IND,"Terry Rozier,Miles Bridges,Devonte' Graham,P.J. Washington,Bismack Biyombo","Cody Zeller,Dwayne Bacon,Malik Monk,Cody Martin,Nicolas Batum,Caleb Martin,Willy Hernangómez,Jalen McDaniels","Domantas Sabonis,Myles Turner,T.J. Warren,Jeremy Lamb,Aaron Holiday","T.J. McConnell,Doug McDermott,Edmond Sumner,Justin Holiday,Goga Bitadze,JaKarr Sampson,Alize Johnson,T.J. Leaf","Simone Jelks,Michael Smith,Sean Wright",68.8003075938014,53.47454206435019,70.9821595908454,41.412764358017824,4.0,13.666666666666668,109.33333333333331,99.33333333333331,113.33333333333331,108.0,219,0,0.4318181818181818,19.0
539,539,2020-01-06,19:00:00,Brooklyn Nets,Orlando Magic,89,101,0,15008,ORL,BRK,"Evan Fournier,Aaron Gordon,Nikola Vučević,Markelle Fultz,Wesley Iwundu","D.J. Augustin,Terrence Ross,Mohamed Bamba,Khem Birch,Melvin Frazier,Josh Magette,Amile Jefferson","Joe Harris,Garrett Temple,Taurean Waller-Prince,Spencer Dinwiddie,Jarrett Allen","DeAndre Jordan,Timothé Luwawu-Cabarrot,Wilson Chandler,Džanan Musa,Rodions Kurucs,Theo Pinson,Justin Anderson,Nicolas Claxton","James Capers Jr.,Nate Green,Scott Wall",70.00878268743588,32.548809523809524,55.42542839105339,37.912828837828826,4.0,29.333333333333336,94.33333333333331,100.66666666666669,115.33333333333331,105.0,190,0,0.4318181818181818,19.0
540,540,2020-01-06,19:00:00,Oklahoma City Thunder,Philadelphia 76ers,113,120,0,20561,PHI,OKC,"Ben Simmons,Josh Richardson,Al Horford,Joel Embiid,Tobias Harris","James Ennis,Mike Scott,Furkan Korkmaz,Trey Burke,Raul Neto,Jonah Bolden,Shake Milton,Kyle O'Quinn","Shai Gilgeous-Alexander,Steven Adams,Chris Paul,Danilo Gallinari,Terrance Ferguson","Dennis Schröder,Darius Bazley,Hamidou Diallo,Mike Muscala,Justin Patton,Deonte Burton,Abdel Nader","Curtis Blair,Matt Boland,Courtney Kirkland",85.35058598808598,45.86692056950986,71.29610190575707,44.80751966343088,5.0,21.0,110.0,122.0,109.66666666666669,114.33333333333331,233,1,0.4318181818181818,19.0
541,541,2020-01-06,19:00:00,Boston Celtics,Washington Wizards,94,99,0,17963,WAS,BOS,"Jordan McRae,Isaac Bonga,Gary Payton,Ian Mahinmi,Isaiah Thomas","Troy Brown,Ish Smith,Anžejs Pasečņiks,Garrison Mathews,Admiral Schofield,Bradley Beal,Thomas Bryant","Gordon Hayward,Marcus Smart,Jaylen Brown,Jayson Tatum,Daniel Theis","Grant Williams,Enes Kanter,Brad Wanamaker,Tremont Waters,Carsen Edwards,Javonte Green,Semi Ojeleye","Brent Barnaky,Brian Forte,Phenizee Ransom",35.74708883111787,67.61764132553607,84.05301248427061,30.574629938830327,4.0,17.666666666666664,110.0,110.0,98.33333333333331,104.66666666666669,193,0,0.4318181818181818,19.0
542,542,2020-01-06,19:30:00,Denver Nuggets,Atlanta Hawks,123,115,0,15286,ATL,DEN,"Trae Young,De'Andre Hunter,Kevin Huerter,John Collins,Bruno Fernando","Alex Len,Cam Reddish,Vince Carter,DeAndre' Bembry,Allen Crabbe,Brandon Goodwin,Damian Jones","Nikola Jokić,Will Barton,Gary Harris,Jamal Murray,Paul Millsap","Jerami Grant,Michael Porter,Monte Morris,Mason Plumlee,Malik Beasley,PJ Dozier,Torrey Craig,Juan Hernangómez","Tony Brothers,Jacyn Goble,Dedric Taylor",80.06790553619824,45.872244874337284,76.44851097178685,53.44677144396484,4.0,15.333333333333332,115.33333333333331,105.66666666666669,119.66666666666669,120.33333333333331,238,1,0.4318181818181818,19.5
543,543,2020-01-06,20:00:00,Utah Jazz,New Orleans Pelicans,128,126,0,14138,NOP,UTA,"Brandon Ingram,Lonzo Ball,J.J. Redick,Derrick Favors,Josh Hart","E'Twaun Moore,Jaxson Hayes,Nickeil Alexander-Walker,Kenrich Williams,Frank Jackson,Nicolò Melli,Jrue Holiday,Jahlil Okafor","Donovan Mitchell,Royce O'Neale,Rudy Gobert,Bojan Bogdanović,Joe Ingles","Jordan Clarkson,Georges Niang,Emmanuel Mudiay,Tony Bradley,Rayjon Tucker,Ed Davis,Juwan Morgan","Mitchell Ervin,Kane Fitzgerald,Matt Myers",70.948238652186,64.60804936335782,75.5089605734767,36.74135741652982,4.0,11.0,112.66666666666669,124.33333333333331,106.66666666666669,113.0,254,1,0.4318181818181818,20.0
544,544,2020-01-06,20:30:00,Chicago Bulls,Dallas Mavericks,110,118,0,20238,DAL,CHI,"Dorian Finney-Smith,Luka Dončić,Dwight Powell,Tim Hardaway,J.J. Barea","Maxi Kleber,Delon Wright,Seth Curry,Justin Jackson,Jalen Brunson,Boban Marjanović,Josh Reaves,Courtney Lee","Zach LaVine,Lauri Markkanen,Tomáš Satoranský,Kris Dunn,Wendell Carter","Thaddeus Young,Daniel Gafford,Coby White,Shaquille Harrison,Chandler Hutchison,Denzel Valentine,Luke Kornet,Ryan Arcidiacono","Nick Buchert,Evan Scott,Tom Washington",54.87484864672365,53.5965500234618,57.4614177978884,58.580273642700966,4.0,14.0,114.66666666666669,120.33333333333331,109.33333333333331,108.0,228,1,0.4318181818181818,20.5
545,545,2020-01-06,20:30:00,Milwaukee Bucks,San Antonio Spurs,104,126,0,18354,SAS,MIL,"DeMar DeRozan,LaMarcus Aldridge,Dejounte Murray,Bryn Forbes,Trey Lyles","Rudy Gay,Patty Mills,Derrick White,Lonnie Walker,Jakob Poeltl,Chimezie Metu,DeMarre Carroll,Marco Belinelli","Giannis Antetokounmpo,Khris Middleton,Wesley Matthews,Eric Bledsoe,Brook Lopez","Donte DiVincenzo,George Hill,Ersan İlyasova,Robin Lopez,Kyle Korver,D.J. Wilson,Sterling Brown,Thanasis Antetokounmpo","Kevin Cutler,J.B. DeRosa,John Goble",69.35806130708377,55.117406031240996,84.68414327306655,48.68954416399468,4.0,23.333333333333336,108.66666666666669,115.33333333333331,104.66666666666669,113.0,230,1,0.4318181818181818,20.5
546,546,2020-01-06,22:00:00,Golden State Warriors,Sacramento Kings,98,111,0,15819,SAC,GSW,"Buddy Hield,Harrison Barnes,De'Aaron Fox,Nemanja Bjelica,Richaun Holmes","Trevor Ariza,Cory Joseph,Harry Giles,Wenyen Gabriel,Caleb Swanigan,Yogi Ferrell,Justin James","Eric Paschall,Damion Lee,Glenn Robinson,Willie Cauley-Stein,Ky Bowman","Alec Burks,Omari Spellman,Jacob Evans,Jordan Poole,Marquese Chriss,Alen Smailagić","Eric Dalen,Jason Goldenberg,James Williams",79.63995726495726,32.53775129080802,41.29013605442177,49.39349113788061,4.0,18.33333333333333,112.66666666666669,118.0,109.0,98.33333333333331,209,0,0.4318181818181818,22.0
547,547,2020-01-07,19:00:00,Detroit Pistons,Cleveland Cavaliers,115,113,0,17274,CLE,DET,"Kevin Love,Cedi Osman,Darius Garland,Collin Sexton,Tristan Thompson","Brandon Knight,Matthew Dellavedova,Ante Žižić,Dean Wade,Levi Randolph,John Henson","Andre Drummond,Sviatoslav Mykhailiuk,Sekou Doumbouya,Tony Snell,Bruce Brown","Derrick Rose,Langston Galloway,Christian Wood,Thon Maker,Tim Frazier,Louis King","Brian Forte,Gediminas Petraitis,Natalie Sago",73.76398305084746,21.98056618819777,50.06172649625232,51.678017812533945,4.0,16.0,118.0,107.33333333333331,107.66666666666669,108.33333333333331,228,1,0.4375,19.0
548,548,2020-01-07,19:00:00,Portland Trail Blazers,Toronto Raptors,101,99,0,19800,TOR,POR,"Kyle Lowry,Patrick McCaw,Serge Ibaka,OG Anunoby,Rondae Hollis-Jefferson","Oshae Brissett,Stanley Johnson,Chris Boucher,Matt Thomas,Terence Davis,Malcolm Miller,Shamorie Ponds","Damian Lillard,Hassan Whiteside,Carmelo Anthony,CJ McCollum,Kent Bazemore","Anfernee Simons,Gary Trent,Mario Hezonja,Anthony Tolliver,Nassir Little,Jusuf Nurkić,Jaylen Hoard","Sean Corbin,Ashley Moyer-Gleich,Scott Twardoski",58.271188001188,24.874470693779912,91.65560662803844,23.60428259683579,5.0,20.33333333333333,98.66666666666669,104.33333333333331,108.0,111.33333333333331,200,0,0.4375,19.0
549,549,2020-01-07,19:30:00,Oklahoma City Thunder,Brooklyn Nets,111,103,1,15677,BRK,OKC,"Joe Harris,Taurean Waller-Prince,Spencer Dinwiddie,Jarrett Allen,Rodions Kurucs","Garrett Temple,Caris LeVert,DeAndre Jordan,Wilson Chandler,Timothé Luwawu-Cabarrot,Justin Anderson,Džanan Musa,Theo Pinson","Terrance Ferguson,Shai Gilgeous-Alexander,Chris Paul,Steven Adams,Darius Bazley","Dennis Schröder,Mike Muscala,Abdel Nader,Deonte Burton,Hamidou Diallo,Justin Patton","Scott Foster,Marat Kogut,J.T. Orr",49.32472909035409,57.35711788211788,56.56848612531111,40.316953625695035,2.0,23.0,108.66666666666669,95.66666666666669,109.66666666666669,115.0,214,0,0.4375,19.5
550,550,2020-01-07,20:00:00,Minnesota Timberwolves,Memphis Grizzlies,112,119,0,14117,MEM,MIN,"Ja Morant,Dillon Brooks,Jaren Jackson,Jae Crowder,Jonas Valančiūnas","De'Anthony Melton,Solomon Hill,Brandon Clarke,Tyus Jones,Kyle Anderson,Grayson Allen,Bruno Caboclo,Marko Guduric","Andrew Wiggins,Robert Covington,Jarrett Culver,Shabazz Napier,Gorgui Dieng","Jeff Teague,Keita Bates-Diop,Josh Okogie,Kelan Martin,Noah Vonleh,Naz Reid,Jordan Bell,Treveon Graham","Brent Barnaky,John Conley,John Goble",58.586653575680934,52.67384725757608,61.48470375667261,52.87163418332891,4.0,25.66666666666667,120.33333333333331,117.0,109.33333333333331,111.33333333333331,231,1,0.4375,20.0
551,551,2020-01-07,21:00:00,Sacramento Kings,Phoenix Suns,114,103,0,14134,PHO,SAC,"Devin Booker,Deandre Ayton,Kelly Oubre,Ricky Rubio,Aron Baynes","Dario Šarić,Mikal Bridges,Elie Okobo,Cameron Johnson,Tyler Johnson,Ty Jerome,Jevon Carter,Cheick Diallo","Nemanja Bjelica,De'Aaron Fox,Harrison Barnes,Buddy Hield,Harry Giles","Dewayne Dedmon,Trevor Ariza,Cory Joseph,Justin James,Caleb Swanigan,Yogi Ferrell,Wenyen Gabriel","Tre Maddox,Suyash Mehta,Josh Tiven",69.61791575713477,49.5570764585686,73.79312865497077,31.38224889846352,3.0,17.333333333333332,115.66666666666669,112.33333333333331,114.0,114.66666666666669,217,0,0.4375,21.0
552,552,2020-01-07,22:30:00,New York Knicks,Los Angeles Lakers,87,117,0,18997,LAL,NYK,"LeBron James,Anthony Davis,Danny Green,Avery Bradley,JaVale McGee","Dwight Howard,Rajon Rondo,Kyle Kuzma,Kentavious Caldwell-Pope,Alex Caruso,Troy Daniels,Quinn Cook,Jared Dudley","Julius Randle,RJ Barrett,Elfrid Payton,Reggie Bullock,Taj Gibson","Mitchell Robinson,Kevin Knox,Wayne Ellington,Frank Ntilikina,Allonzo Trier,Bobby Portis,Damyean Dotson,Kadeem Allen","Mark Ayotte,Eric Lewis,Brett Nansel",76.0387136672851,52.55147359654854,57.99893223511133,55.73182167631046,4.0,29.33333333333333,99.66666666666669,115.33333333333331,124.0,110.33333333333331,204,0,0.4375,22.5
